camera_id,runA_frame,runB_frame,confidence,posterior_probability,posterior_no_correspondence,confidence_is_calibrated_probability,status,method,motion_channel
cam5,65,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,66,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,67,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,68,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,69,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,70,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,71,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,72,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,73,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,74,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,75,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,76,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,77,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,78,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,79,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,80,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,81,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,82,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,83,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,84,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,85,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,86,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,87,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,88,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,89,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,90,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,91,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,92,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,93,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,94,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,95,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,96,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,97,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,98,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,99,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,100,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,101,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,102,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,103,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,104,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,105,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,106,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,107,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,108,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,109,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,110,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,111,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,112,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,113,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,114,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,115,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,116,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,117,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,118,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,119,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,120,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,121,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,122,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,123,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,124,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,125,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,126,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,127,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,128,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,129,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,130,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,131,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,132,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,133,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,134,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,135,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,136,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,137,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,138,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,139,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,140,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,141,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,142,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,143,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,144,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,145,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,146,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,147,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,148,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,149,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,150,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,151,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,152,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,153,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,154,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,155,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,156,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,157,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,158,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,159,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,160,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,161,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,162,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,163,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,164,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,165,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,166,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,167,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,168,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,169,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,170,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,171,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,172,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,173,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,174,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,175,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,176,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,177,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,178,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,179,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam5,180,117,0.963135,0.963135,0.000178,True,accepted_posterior,bayes-hmm-v1,true
cam5,181,117,0.996969,0.996969,5.5e-05,True,accepted_posterior,bayes-hmm-v1,true
